FECHA;VENTAS;CIUDAD;TOTAL_VENTA
10/07/2024;350;ARMENIA;87.500,00 €
25/03/2024;484;SANTANDER;121.000,00 €
09/05/2024;583;CUCUTA;145.750,00 €
30/07/2024;986;NARIÑO;246.500,00 €
14/04/2024;855;PUTUMUYO;213.750,00 €
31/07/2024;291;BOGOTA;72.750,00 €
29/05/2024;990;IBAGUE;247.500,00 €
08/01/2024;286;PEREIRA;71.500,00 €
12/01/2024;162;MANIZALES;40.500,00 €
15/03/2024;539;ARMENIA;134.750,00 €
03/05/2024;238;ALEMANIA;59.500,00 €
22/05/2024;105;SUIZA;26.250,00 €
25/01/2024;962;ESPAÑA;240.500,00 €
16/02/2024;647;CALI;161.750,00 €
27/06/2024;714;BARRANQUILLA;178.500,00 €
09/04/2024;799;SAN ANDRES;199.750,00 €
12/07/2024;171;BOGOTA;42.750,00 €
28/01/2024;706;ARMENIA;176.500,00 €
25/05/2024;4;SANTANDER;1.000,00 €
12/04/2024;913;CUCUTA;228.250,00 €
04/02/2024;272;NARIÑO;68.000,00 €
26/04/2024;542;PUTUMUYO;135.500,00 €
07/01/2024;294;BOGOTA;73.500,00 €
07/06/2024;40;IBAGUE;10.000,00 €
23/06/2024;69;PEREIRA;17.250,00 €
31/03/2024;857;MANIZALES;214.250,00 €
30/01/2024;102;ARMENIA;25.500,00 €
03/04/2024;197;ALEMANIA;49.250,00 €
22/07/2024;223;SUIZA;55.750,00 €
28/02/2024;832;ESPAÑA;208.000,00 €
17/08/2024;942;CALI;235.500,00 €
09/08/2024;586;BARRANQUILLA;146.500,00 €
20/02/2024;439;SAN ANDRES;109.750,00 €
24/07/2024;752;BOGOTA;188.000,00 €
25/05/2024;124;ARMENIA;31.000,00 €
14/06/2024;312;SANTANDER;78.000,00 €
18/02/2024;658;CUCUTA;164.500,00 €
18/07/2024;738;NARIÑO;184.500,00 €
24/01/2024;867;PUTUMUYO;216.750,00 €
02/01/2024;549;BOGOTA;137.250,00 €
17/07/2024;735;IBAGUE;183.750,00 €
28/03/2024;887;PEREIRA;221.750,00 €
04/08/2024;557;MANIZALES;139.250,00 €
28/03/2024;939;ARMENIA;234.750,00 €
15/08/2024;484;ALEMANIA;121.000,00 €
15/02/2024;716;SUIZA;179.000,00 €
20/01/2024;928;ESPAÑA;232.000,00 €
06/03/2024;787;CALI;196.750,00 €
30/01/2024;901;BARRANQUILLA;225.250,00 €
16/07/2024;239;SAN ANDRES;59.750,00 €
28/04/2024;426;BOGOTA;106.500,00 €
11/07/2024;914;ARMENIA;228.500,00 €
01/01/2024;706;SANTANDER;176.500,00 €
16/01/2024;732;CUCUTA;183.000,00 €
26/03/2024;971;NARIÑO;242.750,00 €
07/02/2024;282;PUTUMUYO;70.500,00 €
04/08/2024;993;BOGOTA;248.250,00 €
03/01/2024;249;IBAGUE;62.250,00 €
22/02/2024;568;PEREIRA;142.000,00 €
04/03/2024;820;MANIZALES;205.000,00 €
14/06/2024;692;ARMENIA;173.000,00 €
28/02/2024;459;ALEMANIA;114.750,00 €
16/07/2024;914;SUIZA;228.500,00 €
25/03/2024;44;ESPAÑA;11.000,00 €
23/05/2024;537;CALI;134.250,00 €
17/02/2024;877;BARRANQUILLA;219.250,00 €
16/07/2024;718;SAN ANDRES;179.500,00 €
28/07/2024;801;BOGOTA;200.250,00 €
12/01/2024;663;ARMENIA;165.750,00 €
01/02/2024;394;SANTANDER;98.500,00 €
28/03/2024;270;CUCUTA;67.500,00 €
29/02/2024;112;NARIÑO;28.000,00 €
14/08/2024;759;PUTUMUYO;189.750,00 €
01/04/2024;686;BOGOTA;171.500,00 €
22/03/2024;790;IBAGUE;197.500,00 €
06/01/2024;408;PEREIRA;102.000,00 €
19/01/2024;485;MANIZALES;121.250,00 €
16/07/2024;884;ARMENIA;221.000,00 €
24/04/2024;250;ALEMANIA;62.500,00 €
14/07/2024;496;SUIZA;124.000,00 €
26/05/2024;680;ESPAÑA;170.000,00 €
28/03/2024;109;CALI;27.250,00 €
04/03/2024;613;BARRANQUILLA;153.250,00 €
22/03/2024;895;SAN ANDRES;223.750,00 €
09/06/2024;116;BOGOTA;29.000,00 €
26/03/2024;463;ARMENIA;115.750,00 €
19/04/2024;100;SANTANDER;25.000,00 €
16/04/2024;847;CUCUTA;211.750,00 €
23/01/2024;148;NARIÑO;37.000,00 €
01/04/2024;528;PUTUMUYO;132.000,00 €
23/02/2024;290;BOGOTA;72.500,00 €
30/06/2024;248;IBAGUE;62.000,00 €
27/06/2024;625;PEREIRA;156.250,00 €
12/07/2024;693;MANIZALES;173.250,00 €
03/03/2024;544;ARMENIA;136.000,00 €
25/07/2024;199;ALEMANIA;49.750,00 €
01/07/2024;55;SUIZA;13.750,00 €
26/03/2024;602;ESPAÑA;150.500,00 €
01/03/2024;800;CALI;200.000,00 €
10/05/2024;421;BARRANQUILLA;105.250,00 €
14/05/2024;730;SAN ANDRES;182.500,00 €
08/06/2024;76;BOGOTA;19.000,00 €
23/06/2024;923;ARMENIA;230.750,00 €
19/08/2024;615;SANTANDER;153.750,00 €
14/02/2024;883;CUCUTA;220.750,00 €
16/04/2024;607;NARIÑO;151.750,00 €
12/01/2024;582;PUTUMUYO;145.500,00 €
04/08/2024;215;BOGOTA;53.750,00 €
19/03/2024;748;IBAGUE;187.000,00 €
15/03/2024;676;PEREIRA;169.000,00 €
10/07/2024;207;MANIZALES;51.750,00 €
13/08/2024;435;ARMENIA;108.750,00 €
14/07/2024;881;ALEMANIA;220.250,00 €
22/04/2024;125;SUIZA;31.250,00 €
16/07/2024;417;ESPAÑA;104.250,00 €
12/01/2024;439;CALI;109.750,00 €
26/06/2024;262;BARRANQUILLA;65.500,00 €
27/04/2024;119;SAN ANDRES;29.750,00 €
13/01/2024;571;BOGOTA;142.750,00 €
11/03/2024;735;ARMENIA;183.750,00 €
26/05/2024;959;SANTANDER;239.750,00 €
25/01/2024;394;CUCUTA;98.500,00 €
11/08/2024;725;NARIÑO;181.250,00 €
17/06/2024;678;PUTUMUYO;169.500,00 €
29/07/2024;106;BOGOTA;26.500,00 €
08/04/2024;860;IBAGUE;215.000,00 €
26/06/2024;626;PEREIRA;156.500,00 €
21/02/2024;998;MANIZALES;249.500,00 €
18/07/2024;36;ARMENIA;9.000,00 €
15/05/2024;850;ALEMANIA;212.500,00 €
09/02/2024;99;SUIZA;24.750,00 €
28/07/2024;297;ESPAÑA;74.250,00 €
17/02/2024;366;CALI;91.500,00 €
13/08/2024;929;BARRANQUILLA;232.250,00 €
11/01/2024;477;SAN ANDRES;119.250,00 €
10/03/2024;512;BOGOTA;128.000,00 €
24/04/2024;984;ARMENIA;246.000,00 €
28/01/2024;690;SANTANDER;172.500,00 €
29/05/2024;148;CUCUTA;37.000,00 €
25/07/2024;927;NARIÑO;231.750,00 €
26/04/2024;833;PUTUMUYO;208.250,00 €
12/02/2024;275;BOGOTA;68.750,00 €
22/04/2024;463;IBAGUE;115.750,00 €
20/04/2024;455;PEREIRA;113.750,00 €
29/05/2024;286;MANIZALES;71.500,00 €
12/06/2024;552;ARMENIA;138.000,00 €
07/07/2024;395;ALEMANIA;98.750,00 €
02/02/2024;867;SUIZA;216.750,00 €
21/08/2024;352;ESPAÑA;88.000,00 €
08/07/2024;732;CALI;183.000,00 €
13/06/2024;846;BARRANQUILLA;211.500,00 €
17/02/2024;945;SAN ANDRES;236.250,00 €
22/08/2024;809;BOGOTA;202.250,00 €
03/01/2024;491;ARMENIA;122.750,00 €
16/01/2024;508;SANTANDER;127.000,00 €
08/03/2024;808;CUCUTA;202.000,00 €
05/06/2024;775;NARIÑO;193.750,00 €
20/03/2024;406;PUTUMUYO;101.500,00 €
20/01/2024;825;BOGOTA;206.250,00 €
28/03/2024;859;IBAGUE;214.750,00 €
19/05/2024;117;PEREIRA;29.250,00 €
01/02/2024;963;MANIZALES;240.750,00 €
21/07/2024;279;ARMENIA;69.750,00 €
14/02/2024;593;ALEMANIA;148.250,00 €
06/08/2024;717;SUIZA;179.250,00 €
07/05/2024;586;ESPAÑA;146.500,00 €
23/05/2024;757;CALI;189.250,00 €
24/02/2024;236;BARRANQUILLA;59.000,00 €
11/04/2024;268;SAN ANDRES;67.000,00 €
24/04/2024;267;BOGOTA;66.750,00 €
21/05/2024;120;ARMENIA;30.000,00 €
12/08/2024;516;SANTANDER;129.000,00 €
10/07/2024;438;CUCUTA;109.500,00 €
01/01/2024;279;NARIÑO;69.750,00 €
23/01/2024;580;PUTUMUYO;145.000,00 €
08/07/2024;250;BOGOTA;62.500,00 €
05/08/2024;732;IBAGUE;183.000,00 €
12/02/2024;60;PEREIRA;15.000,00 €
08/08/2024;786;MANIZALES;196.500,00 €
01/05/2024;871;ARMENIA;217.750,00 €
06/01/2024;960;ALEMANIA;240.000,00 €
17/07/2024;169;SUIZA;42.250,00 €
19/03/2024;414;ESPAÑA;103.500,00 €
21/06/2024;589;CALI;147.250,00 €
17/04/2024;730;BARRANQUILLA;182.500,00 €
16/02/2024;268;SAN ANDRES;67.000,00 €
08/06/2024;818;BOGOTA;204.500,00 €
29/01/2024;367;ARMENIA;91.750,00 €
01/01/2024;791;SANTANDER;197.750,00 €
29/05/2024;187;CUCUTA;46.750,00 €
02/02/2024;216;NARIÑO;54.000,00 €
07/08/2024;352;PUTUMUYO;88.000,00 €
05/06/2024;705;BOGOTA;176.250,00 €
12/07/2024;733;IBAGUE;183.250,00 €
31/05/2024;955;PEREIRA;238.750,00 €
07/02/2024;540;MANIZALES;135.000,00 €
29/02/2024;947;ARMENIA;236.750,00 €
12/07/2024;975;ALEMANIA;243.750,00 €
22/02/2024;100;SUIZA;25.000,00 €
12/07/2024;222;ESPAÑA;55.500,00 €
10/08/2024;945;CALI;236.250,00 €
08/07/2024;832;BARRANQUILLA;208.000,00 €
28/06/2024;534;SAN ANDRES;133.500,00 €
17/02/2024;421;BOGOTA;105.250,00 €
30/06/2024;351;ARMENIA;87.750,00 €
16/06/2024;631;SANTANDER;157.750,00 €
04/03/2024;763;CUCUTA;190.750,00 €
10/06/2024;722;NARIÑO;180.500,00 €
09/07/2024;367;PUTUMUYO;91.750,00 €
11/07/2024;789;BOGOTA;197.250,00 €
14/05/2024;578;IBAGUE;144.500,00 €
03/07/2024;91;PEREIRA;22.750,00 €
19/06/2024;405;MANIZALES;101.250,00 €
07/08/2024;396;ARMENIA;99.000,00 €
25/06/2024;454;ALEMANIA;113.500,00 €
07/02/2024;269;SUIZA;67.250,00 €
21/03/2024;266;ESPAÑA;66.500,00 €
15/08/2024;203;CALI;50.750,00 €
23/08/2024;808;BARRANQUILLA;202.000,00 €
01/06/2024;850;SAN ANDRES;212.500,00 €
20/02/2024;584;BOGOTA;146.000,00 €
28/02/2024;786;ARMENIA;196.500,00 €
28/07/2024;272;SANTANDER;68.000,00 €
08/07/2024;537;CUCUTA;134.250,00 €
16/04/2024;132;NARIÑO;33.000,00 €
05/06/2024;557;PUTUMUYO;139.250,00 €
17/06/2024;865;BOGOTA;216.250,00 €
06/03/2024;736;IBAGUE;184.000,00 €
08/08/2024;300;PEREIRA;75.000,00 €
01/07/2024;175;MANIZALES;43.750,00 €
20/03/2024;96;ARMENIA;24.000,00 €
30/04/2024;498;ALEMANIA;124.500,00 €
14/01/2024;22;SUIZA;5.500,00 €
11/08/2024;78;ESPAÑA;19.500,00 €
22/08/2024;444;CALI;111.000,00 €
14/03/2024;821;BARRANQUILLA;205.250,00 €
28/04/2024;714;SAN ANDRES;178.500,00 €
13/05/2024;879;BOGOTA;219.750,00 €
16/07/2024;38;ARMENIA;9.500,00 €
28/02/2024;700;SANTANDER;175.000,00 €
21/06/2024;620;CUCUTA;155.000,00 €
30/04/2024;767;NARIÑO;191.750,00 €
02/08/2024;532;PUTUMUYO;133.000,00 €
14/01/2024;989;BOGOTA;247.250,00 €
21/01/2024;181;IBAGUE;45.250,00 €
21/02/2024;903;PEREIRA;225.750,00 €
24/01/2024;372;MANIZALES;93.000,00 €
03/06/2024;666;ARMENIA;166.500,00 €
02/08/2024;45;ALEMANIA;11.250,00 €
01/04/2024;185;SUIZA;46.250,00 €
14/08/2024;367;ESPAÑA;91.750,00 €
09/04/2024;781;CALI;195.250,00 €
24/07/2024;736;BARRANQUILLA;184.000,00 €
11/05/2024;255;SAN ANDRES;63.750,00 €
18/07/2024;246;BOGOTA;61.500,00 €
14/01/2024;308;ARMENIA;77.000,00 €
02/08/2024;324;SANTANDER;81.000,00 €
18/05/2024;969;CUCUTA;242.250,00 €
07/04/2024;300;NARIÑO;75.000,00 €
14/05/2024;871;PUTUMUYO;217.750,00 €
18/06/2024;326;BOGOTA;81.500,00 €
15/08/2024;199;IBAGUE;49.750,00 €
10/05/2024;47;PEREIRA;11.750,00 €
12/06/2024;69;MANIZALES;17.250,00 €
01/05/2024;919;ARMENIA;229.750,00 €
25/07/2024;582;ALEMANIA;145.500,00 €
07/03/2024;130;SUIZA;32.500,00 €
14/01/2024;382;ESPAÑA;95.500,00 €
10/05/2024;264;CALI;66.000,00 €
29/08/2024;257;BARRANQUILLA;64.250,00 €
22/07/2024;138;SAN ANDRES;34.500,00 €
22/01/2024;999;BOGOTA;249.750,00 €
30/07/2024;446;ARMENIA;111.500,00 €
11/06/2024;123;SANTANDER;30.750,00 €
06/03/2024;287;CUCUTA;71.750,00 €
03/06/2024;831;NARIÑO;207.750,00 €
09/04/2024;689;PUTUMUYO;172.250,00 €
07/08/2024;94;BOGOTA;23.500,00 €
24/03/2024;172;IBAGUE;43.000,00 €
19/01/2024;47;PEREIRA;11.750,00 €
24/04/2024;314;MANIZALES;78.500,00 €
09/03/2024;850;ARMENIA;212.500,00 €
01/01/2024;178;ALEMANIA;44.500,00 €
19/04/2024;872;SUIZA;218.000,00 €
09/03/2024;122;ESPAÑA;30.500,00 €
06/06/2024;657;CALI;164.250,00 €
12/06/2024;167;BARRANQUILLA;41.750,00 €
14/07/2024;759;SAN ANDRES;189.750,00 €
04/03/2024;432;BOGOTA;108.000,00 €
31/07/2024;158;ARMENIA;39.500,00 €
17/03/2024;829;SANTANDER;207.250,00 €
26/04/2024;499;CUCUTA;124.750,00 €
19/05/2024;716;NARIÑO;179.000,00 €
14/08/2024;745;PUTUMUYO;186.250,00 €
25/07/2024;704;BOGOTA;176.000,00 €
19/05/2024;989;IBAGUE;247.250,00 €
14/07/2024;626;PEREIRA;156.500,00 €
20/04/2024;901;MANIZALES;225.250,00 €
11/02/2024;544;ARMENIA;136.000,00 €
07/06/2024;456;ALEMANIA;114.000,00 €
18/03/2024;367;SUIZA;91.750,00 €
28/03/2024;259;ESPAÑA;64.750,00 €
07/03/2024;887;CALI;221.750,00 €
13/02/2024;740;BARRANQUILLA;185.000,00 €
29/02/2024;914;SAN ANDRES;228.500,00 €
20/05/2024;793;BOGOTA;198.250,00 €
26/08/2024;508;ARMENIA;127.000,00 €
06/07/2024;325;SANTANDER;81.250,00 €
23/06/2024;532;CUCUTA;133.000,00 €
15/07/2024;339;NARIÑO;84.750,00 €
20/06/2024;663;PUTUMUYO;165.750,00 €
10/04/2024;649;BOGOTA;162.250,00 €
12/02/2024;603;IBAGUE;150.750,00 €
07/06/2024;57;PEREIRA;14.250,00 €
29/05/2024;616;MANIZALES;154.000,00 €
07/01/2024;593;ARMENIA;148.250,00 €
09/04/2024;699;ALEMANIA;174.750,00 €
18/03/2024;644;SUIZA;161.000,00 €
30/07/2024;842;ESPAÑA;210.500,00 €
13/05/2024;725;CALI;181.250,00 €
04/03/2024;324;BARRANQUILLA;81.000,00 €
25/07/2024;329;SAN ANDRES;82.250,00 €
01/01/2024;659;BOGOTA;164.750,00 €
01/03/2024;33;ARMENIA;8.250,00 €
14/08/2024;928;SANTANDER;232.000,00 €
16/04/2024;113;CUCUTA;28.250,00 €
23/02/2024;846;NARIÑO;211.500,00 €
19/01/2024;791;PUTUMUYO;197.750,00 €
21/03/2024;383;BOGOTA;95.750,00 €
10/04/2024;797;IBAGUE;199.250,00 €
17/02/2024;34;PEREIRA;8.500,00 €
07/04/2024;102;MANIZALES;25.500,00 €
11/07/2024;143;ARMENIA;35.750,00 €
05/08/2024;620;ALEMANIA;155.000,00 €
11/08/2024;874;SUIZA;218.500,00 €
13/07/2024;781;ESPAÑA;195.250,00 €
20/04/2024;498;CALI;124.500,00 €
01/08/2024;994;BARRANQUILLA;248.500,00 €
27/03/2024;597;SAN ANDRES;149.250,00 €
27/07/2024;110;BOGOTA;27.500,00 €
24/03/2024;717;ARMENIA;179.250,00 €
19/06/2024;475;SANTANDER;118.750,00 €
08/04/2024;952;CUCUTA;238.000,00 €
27/01/2024;140;NARIÑO;35.000,00 €
02/05/2024;631;PUTUMUYO;157.750,00 €
21/01/2024;301;BOGOTA;75.250,00 €
19/08/2024;860;IBAGUE;215.000,00 €
15/02/2024;924;PEREIRA;231.000,00 €
15/07/2024;717;MANIZALES;179.250,00 €
19/02/2024;203;ARMENIA;50.750,00 €
08/04/2024;330;ALEMANIA;82.500,00 €
18/02/2024;268;SUIZA;67.000,00 €
01/06/2024;306;ESPAÑA;76.500,00 €
11/08/2024;790;CALI;197.500,00 €
19/01/2024;440;BARRANQUILLA;110.000,00 €
31/01/2024;109;SAN ANDRES;27.250,00 €
11/05/2024;233;BOGOTA;58.250,00 €
05/08/2024;52;ARMENIA;13.000,00 €
22/02/2024;661;SANTANDER;165.250,00 €
28/03/2024;53;CUCUTA;13.250,00 €
20/01/2024;142;NARIÑO;35.500,00 €
17/03/2024;891;PUTUMUYO;222.750,00 €
05/06/2024;934;BOGOTA;233.500,00 €
17/04/2024;39;IBAGUE;9.750,00 €
19/01/2024;859;PEREIRA;214.750,00 €
05/07/2024;586;MANIZALES;146.500,00 €
27/01/2024;682;ARMENIA;170.500,00 €
23/04/2024;908;ALEMANIA;227.000,00 €
25/06/2024;203;SUIZA;50.750,00 €
19/06/2024;368;ESPAÑA;92.000,00 €
20/03/2024;863;CALI;215.750,00 €
21/06/2024;448;BARRANQUILLA;112.000,00 €
12/01/2024;69;SAN ANDRES;17.250,00 €
14/03/2024;814;BOGOTA;203.500,00 €
30/04/2024;779;ARMENIA;194.750,00 €
15/03/2024;675;SANTANDER;168.750,00 €
22/05/2024;915;CUCUTA;228.750,00 €
22/04/2024;176;NARIÑO;44.000,00 €
30/07/2024;770;PUTUMUYO;192.500,00 €
07/07/2024;549;BOGOTA;137.250,00 €
21/01/2024;101;IBAGUE;25.250,00 €
31/08/2024;744;PEREIRA;186.000,00 €
04/06/2024;747;MANIZALES;186.750,00 €
17/07/2024;729;ARMENIA;182.250,00 €
09/08/2024;116;ALEMANIA;29.000,00 €
26/02/2024;490;SUIZA;122.500,00 €
06/04/2024;194;ESPAÑA;48.500,00 €
22/03/2024;956;CALI;239.000,00 €
20/01/2024;198;BARRANQUILLA;49.500,00 €
26/08/2024;776;SAN ANDRES;194.000,00 €
10/06/2024;87;BOGOTA;21.750,00 €
27/06/2024;604;ARMENIA;151.000,00 €
21/03/2024;394;SANTANDER;98.500,00 €
05/03/2024;604;CUCUTA;151.000,00 €
26/06/2024;52;NARIÑO;13.000,00 €
14/04/2024;327;PUTUMUYO;81.750,00 €
31/01/2024;209;BOGOTA;52.250,00 €
03/01/2024;621;IBAGUE;155.250,00 €
17/06/2024;933;PEREIRA;233.250,00 €
09/02/2024;689;MANIZALES;172.250,00 €
23/01/2024;101;ARMENIA;25.250,00 €
01/02/2024;269;ALEMANIA;67.250,00 €
16/06/2024;140;SUIZA;35.000,00 €
24/03/2024;723;ESPAÑA;180.750,00 €
30/04/2024;786;CALI;196.500,00 €
08/03/2024;897;BARRANQUILLA;224.250,00 €
20/07/2024;871;SAN ANDRES;217.750,00 €
28/06/2024;496;BOGOTA;124.000,00 €
19/06/2024;798;ARMENIA;199.500,00 €
05/01/2024;545;SANTANDER;136.250,00 €
05/07/2024;512;CUCUTA;128.000,00 €
11/05/2024;453;NARIÑO;113.250,00 €
22/02/2024;324;PUTUMUYO;81.000,00 €
24/06/2024;584;BOGOTA;146.000,00 €
25/03/2024;675;IBAGUE;168.750,00 €
19/08/2024;97;PEREIRA;24.250,00 €
19/01/2024;669;MANIZALES;167.250,00 €
12/03/2024;456;ARMENIA;114.000,00 €
19/01/2024;752;ALEMANIA;188.000,00 €
15/04/2024;388;SUIZA;97.000,00 €
19/03/2024;549;ESPAÑA;137.250,00 €
12/07/2024;918;CALI;229.500,00 €
26/03/2024;243;BARRANQUILLA;60.750,00 €
16/02/2024;933;SAN ANDRES;233.250,00 €
22/08/2024;98;BOGOTA;24.500,00 €
24/01/2024;684;ARMENIA;171.000,00 €
06/01/2024;337;SANTANDER;84.250,00 €
03/02/2024;271;CUCUTA;67.750,00 €
19/05/2024;392;NARIÑO;98.000,00 €
15/01/2024;972;PUTUMUYO;243.000,00 €
08/01/2024;589;BOGOTA;147.250,00 €
02/08/2024;842;IBAGUE;210.500,00 €
22/07/2024;410;PEREIRA;102.500,00 €
22/02/2024;2;MANIZALES;500,00 €
12/06/2024;66;ARMENIA;16.500,00 €
17/04/2024;945;ALEMANIA;236.250,00 €
30/03/2024;359;SUIZA;89.750,00 €
27/01/2024;578;ESPAÑA;144.500,00 €
30/07/2024;36;CALI;9.000,00 €
17/07/2024;713;BARRANQUILLA;178.250,00 €
17/02/2024;887;SAN ANDRES;221.750,00 €
21/02/2024;278;BOGOTA;69.500,00 €
26/02/2024;180;ARMENIA;45.000,00 €
15/05/2024;664;SANTANDER;166.000,00 €
24/05/2024;723;CUCUTA;180.750,00 €
31/08/2024;38;NARIÑO;9.500,00 €
03/05/2024;669;PUTUMUYO;167.250,00 €
26/08/2024;767;BOGOTA;191.750,00 €
01/06/2024;17;IBAGUE;4.250,00 €
07/06/2024;853;PEREIRA;213.250,00 €
15/03/2024;908;MANIZALES;227.000,00 €
31/01/2024;53;ARMENIA;13.250,00 €
27/02/2024;428;ALEMANIA;107.000,00 €
29/04/2024;103;SUIZA;25.750,00 €
31/07/2024;34;ESPAÑA;8.500,00 €
15/02/2024;616;CALI;154.000,00 €
19/08/2024;115;BARRANQUILLA;28.750,00 €
12/01/2024;493;SAN ANDRES;123.250,00 €
03/03/2024;704;BOGOTA;176.000,00 €
10/02/2024;973;ARMENIA;243.250,00 €
09/07/2024;36;SANTANDER;9.000,00 €
11/04/2024;882;CUCUTA;220.500,00 €
10/03/2024;771;NARIÑO;192.750,00 €
11/01/2024;426;PUTUMUYO;106.500,00 €
26/07/2024;494;BOGOTA;123.500,00 €
12/01/2024;410;IBAGUE;102.500,00 €
28/03/2024;471;PEREIRA;117.750,00 €
27/07/2024;437;MANIZALES;109.250,00 €
08/08/2024;130;ARMENIA;32.500,00 €
15/01/2024;16;ALEMANIA;4.000,00 €
16/02/2024;358;SUIZA;89.500,00 €
29/05/2024;602;ESPAÑA;150.500,00 €
20/08/2024;69;CALI;17.250,00 €
28/01/2024;748;BARRANQUILLA;187.000,00 €
24/03/2024;938;SAN ANDRES;234.500,00 €
25/01/2024;536;BOGOTA;134.000,00 €
15/03/2024;12;ARMENIA;3.000,00 €
30/01/2024;478;SANTANDER;119.500,00 €
23/01/2024;201;CUCUTA;50.250,00 €
25/02/2024;749;NARIÑO;187.250,00 €
12/05/2024;264;PUTUMUYO;66.000,00 €
15/01/2024;632;BOGOTA;158.000,00 €
23/02/2024;891;IBAGUE;222.750,00 €
31/01/2024;56;PEREIRA;14.000,00 €
03/02/2024;137;MANIZALES;34.250,00 €
23/07/2024;852;ARMENIA;213.000,00 €
05/04/2024;606;ALEMANIA;151.500,00 €
29/08/2024;404;SUIZA;101.000,00 €
19/01/2024;498;ESPAÑA;124.500,00 €
02/06/2024;205;CALI;51.250,00 €
17/08/2024;711;BARRANQUILLA;177.750,00 €
19/02/2024;336;SAN ANDRES;84.000,00 €
19/07/2024;310;BOGOTA;77.500,00 €
22/06/2024;118;ARMENIA;29.500,00 €
30/01/2024;109;SANTANDER;27.250,00 €
31/07/2024;692;CUCUTA;173.000,00 €
03/08/2024;684;NARIÑO;171.000,00 €
03/04/2024;239;PUTUMUYO;59.750,00 €
12/07/2024;132;BOGOTA;33.000,00 €
29/08/2024;229;IBAGUE;57.250,00 €
21/08/2024;899;PEREIRA;224.750,00 €
19/02/2024;802;MANIZALES;200.500,00 €
30/06/2024;427;ARMENIA;106.750,00 €
10/03/2024;349;ALEMANIA;87.250,00 €
05/06/2024;680;SUIZA;170.000,00 €
01/05/2024;824;ESPAÑA;206.000,00 €
21/06/2024;87;CALI;21.750,00 €
10/04/2024;421;BARRANQUILLA;105.250,00 €
21/08/2024;739;SAN ANDRES;184.750,00 €
01/07/2024;178;BOGOTA;44.500,00 €
24/08/2024;382;ARMENIA;95.500,00 €
15/07/2024;523;SANTANDER;130.750,00 €
06/01/2024;800;CUCUTA;200.000,00 €
07/08/2024;136;NARIÑO;34.000,00 €
18/07/2024;59;PUTUMUYO;14.750,00 €
11/08/2024;676;BOGOTA;169.000,00 €
18/06/2024;147;IBAGUE;36.750,00 €
25/03/2024;343;PEREIRA;85.750,00 €
11/07/2024;83;MANIZALES;20.750,00 €
14/02/2024;522;ARMENIA;130.500,00 €
21/03/2024;985;ALEMANIA;246.250,00 €
04/05/2024;969;SUIZA;242.250,00 €
16/06/2024;106;ESPAÑA;26.500,00 €
27/01/2024;24;CALI;6.000,00 €
16/07/2024;973;BARRANQUILLA;243.250,00 €
08/02/2024;425;SAN ANDRES;106.250,00 €
16/01/2024;299;BOGOTA;74.750,00 €
14/01/2024;496;ARMENIA;124.000,00 €
15/02/2024;127;SANTANDER;31.750,00 €
16/01/2024;384;CUCUTA;96.000,00 €
07/07/2024;727;NARIÑO;181.750,00 €
07/02/2024;786;PUTUMUYO;196.500,00 €
19/03/2024;619;BOGOTA;154.750,00 €
06/04/2024;914;IBAGUE;228.500,00 €
16/04/2024;533;PEREIRA;133.250,00 €
16/02/2024;318;MANIZALES;79.500,00 €
27/02/2024;32;ARMENIA;8.000,00 €
06/07/2024;225;ALEMANIA;56.250,00 €
19/01/2024;290;SUIZA;72.500,00 €
24/01/2024;817;ESPAÑA;204.250,00 €
26/01/2024;155;CALI;38.750,00 €
23/04/2024;370;BARRANQUILLA;92.500,00 €
01/06/2024;479;SAN ANDRES;119.750,00 €
18/01/2024;723;BOGOTA;180.750,00 €
16/06/2024;461;ARMENIA;115.250,00 €
13/01/2024;688;SANTANDER;172.000,00 €
04/04/2024;391;CUCUTA;97.750,00 €
11/02/2024;876;NARIÑO;219.000,00 €
14/03/2024;957;PUTUMUYO;239.250,00 €
27/03/2024;200;BOGOTA;50.000,00 €
18/05/2024;66;IBAGUE;16.500,00 €
05/06/2024;266;PEREIRA;66.500,00 €
10/03/2024;428;MANIZALES;107.000,00 €
11/07/2024;723;ARMENIA;180.750,00 €
06/04/2024;816;ALEMANIA;204.000,00 €
07/07/2024;399;SUIZA;99.750,00 €
21/01/2024;139;ESPAÑA;34.750,00 €
25/02/2024;609;CALI;152.250,00 €
05/04/2024;880;BARRANQUILLA;220.000,00 €
18/05/2024;67;SAN ANDRES;16.750,00 €
30/03/2024;529;BOGOTA;132.250,00 €
20/05/2024;648;ARMENIA;162.000,00 €
27/08/2024;383;SANTANDER;95.750,00 €
18/06/2024;139;CUCUTA;34.750,00 €
25/05/2024;338;NARIÑO;84.500,00 €
04/04/2024;985;PUTUMUYO;246.250,00 €
21/03/2024;539;BOGOTA;134.750,00 €
28/04/2024;749;IBAGUE;187.250,00 €
08/07/2024;556;PEREIRA;139.000,00 €
02/04/2024;972;MANIZALES;243.000,00 €
20/06/2024;779;ARMENIA;194.750,00 €
20/08/2024;267;ALEMANIA;66.750,00 €
09/05/2024;660;SUIZA;165.000,00 €
22/01/2024;987;ESPAÑA;246.750,00 €
21/06/2024;623;CALI;155.750,00 €
